model,epoch,phase,epock_loss,epoch_acc
finetune,46,test,0.4567550389096141,0.85
finetune,47,train,0.4617123274753491,0.8395833333333333
finetune,47,test,0.4517131896689534,0.840625
finetune,48,train,0.4464931818346182,0.8458333333333333
finetune,48,test,0.46018766015768053,0.8375
finetune,49,train,0.4107518747448921,0.8583333333333333
finetune,49,test,0.45687978323549033,0.834375
finetune,50,train,0.5143053509294987,0.80625
finetune,50,test,0.45633550025522707,0.846875
finetune,51,train,0.428245864311854,0.84375
finetune,51,test,0.4629549026489258,0.840625
finetune,52,train,0.5835294909775257,0.8020833333333334
finetune,52,test,0.46860914286226035,0.828125
finetune,53,train,0.4980038933455944,0.8270833333333333
finetune,53,test,0.4767086060717702,0.825
finetune,54,train,0.43659787985185783,0.85
finetune,54,test,0.4571879914030433,0.8375
finetune,55,train,0.5358631124099096,0.8166666666666667
finetune,55,test,0.4689229089766741,0.828125
finetune,56,train,0.4178841210901737,0.8583333333333333
finetune,56,test,0.4693024419248104,0.840625
finetune,57,train,0.47930874849359195,0.83125
finetune,57,test,0.485488835722208,0.825
finetune,58,train,0.49146431783835093,0.8479166666666667
finetune,58,test,0.4656090885400772,0.834375
finetune,59,train,0.4392985627055168,0.8395833333333333
finetune,59,test,0.45117292925715446,0.84375
finetune,60,train,0.49115954687198005,0.8395833333333333
finetune,60,test,0.46598943006247284,0.840625
finetune,61,train,0.4283699688812097,0.8479166666666667
finetune,61,test,0.47618412543088195,0.83125
finetune,62,train,0.4329677652567625,0.85625
finetune,62,test,0.46133581586182115,0.834375
finetune,63,train,0.4606649721662203,0.8354166666666667
finetune,63,test,0.4556263690814376,0.83125
finetune,64,train,0.4686494386444489,0.8458333333333333
finetune,64,test,0.47080402448773384,0.834375
finetune,65,train,0.49326180169979733,0.8166666666666667
finetune,65,test,0.48657072298228743,0.8375
finetune,66,train,0.4825136293967565,0.825
finetune,66,test,0.46086668632924555,0.846875
finetune,67,train,0.4424269979198774,0.8416666666666667
finetune,67,test,0.47799047976732256,0.8375
finetune,68,train,0.48195356080929436,0.8229166666666666
finetune,68,test,0.46250158473849295,0.821875
finetune,69,train,0.4647664406647285,0.8375
finetune,69,test,0.49748658034950494,0.83125
finetune,70,train,0.45853124087055525,0.85
finetune,70,test,0.4589082024991512,0.834375
finetune,71,train,0.5212722295274337,0.8395833333333333
finetune,71,test,0.4817940220236778,0.828125
finetune,72,train,0.514909973492225,0.8083333333333333
finetune,72,test,0.4547706155106425,0.834375
finetune,73,train,0.47425533731778463,0.8291666666666667
finetune,73,test,0.4615389443933964,0.8375
finetune,74,train,0.47776314864555997,0.83125
finetune,74,test,0.4636534176766872,0.828125
finetune,75,train,0.4267880866924922,0.85
finetune,75,test,0.449455014243722,0.834375
finetune,76,train,0.48564980501929916,0.8416666666666667
finetune,76,test,0.4843483569100499,0.825
finetune,77,train,0.4254433741172155,0.85
finetune,77,test,0.4624777166172862,0.834375
finetune,78,train,0.44152541359265646,0.8541666666666666
finetune,78,test,0.46686882749199865,0.83125
finetune,79,train,0.48214013675848644,0.8229166666666666
finetune,79,test,0.4711583286523819,0.828125
finetune,80,train,0.4783344443887472,0.8270833333333333
finetune,80,test,0.4597422033548355,0.834375
finetune,81,train,0.47920495718717576,0.81875
finetune,81,test,0.4496758939698339,0.8375
finetune,82,train,0.42486760951578617,0.8541666666666666
finetune,82,test,0.4684335086494684,0.840625
finetune,83,train,0.4965329108138879,0.8270833333333333
finetune,83,test,0.4470791580155492,0.84375
finetune,84,train,0.4615717238436143,0.8520833333333333
finetune,84,test,0.45937779918313026,0.834375
finetune,85,train,0.5198798584441344,0.7979166666666667
finetune,85,test,0.4677112763747573,0.840625
finetune,86,train,0.5056348988165458,0.80625
finetune,86,test,0.4536971390247345,0.84375
finetune,87,train,0.4992776818573475,0.81875
finetune,87,test,0.48867919370532037,0.828125
finetune,88,train,0.4219179227948189,0.8541666666666666
finetune,88,test,0.47782585509121417,0.83125
finetune,89,train,0.4854285923143228,0.8291666666666667
finetune,89,test,0.48667436856776475,0.8375
finetune,90,train,0.4335000316301982,0.85625
finetune,90,test,0.4829162199050188,0.84375
finetune,91,train,0.4730886029700438,0.8354166666666667
finetune,91,test,0.4837350480258465,0.83125
finetune,92,train,0.47306605403621993,0.8354166666666667
finetune,92,test,0.46272897273302077,0.840625
finetune,93,train,0.482851625730594,0.8395833333333333
finetune,93,test,0.4714454885572195,0.834375
finetune,94,train,0.43709170147776605,0.85625
finetune,94,test,0.46256349962204696,0.83125
finetune,95,train,0.439415259907643,0.8583333333333333
finetune,95,test,0.4582582037895918,0.8375
finetune,96,train,0.5504475630819797,0.8020833333333334
finetune,96,test,0.456930672749877,0.840625
finetune,97,train,0.5056303458909194,0.8395833333333333
finetune,97,test,0.46112541798502205,0.828125
finetune,98,train,0.4793120404084524,0.8291666666666667
finetune,98,test,0.44724809769541024,0.85
finetune,99,train,0.46824670943121116,0.81875
finetune,99,test,0.47096232436597346,0.8375
feature_extract,0,train,1.1391857909659544,0.5270833333333333
feature_extract,0,test,1.0209471324458719,0.690625
feature_extract,1,train,0.9782866157591343,0.6208333333333333
feature_extract,1,test,0.658655109629035,0.784375
feature_extract,2,train,0.8139722865074873,0.7166666666666667
feature_extract,2,test,0.503489474952221,0.821875
feature_extract,3,train,0.7669683709740639,0.70625
feature_extract,3,test,0.5637422222644091,0.8
feature_extract,4,train,0.8088805414736271,0.6979166666666666
feature_extract,4,test,0.4553852530196309,0.84375
feature_extract,5,train,0.7449893561502298,0.71875
feature_extract,5,test,0.5194666784256696,0.79375
feature_extract,6,train,0.8917130013306935,0.6875
feature_extract,6,test,0.5183897987008095,0.81875
feature_extract,7,train,0.6868279608587424,0.7583333333333333
feature_extract,7,test,0.537011694535613,0.803125
feature_extract,8,train,0.6366535849869251,0.7958333333333333
feature_extract,8,test,0.5565577175468206,0.809375
feature_extract,9,train,0.6544798702001572,0.7604166666666666
feature_extract,9,test,0.46501899100840094,0.84375
feature_extract,10,train,0.6715928779294094,0.75
feature_extract,10,test,0.4675008274614811,0.84375
feature_extract,11,train,0.6789164055138827,0.74375
feature_extract,11,test,0.47728659491986036,0.8375
feature_extract,12,train,0.7385753580679496,0.73125
feature_extract,12,test,0.480624515004456,0.840625
feature_extract,13,train,0.7150080266098181,0.7625
feature_extract,13,test,0.503211691789329,0.834375
feature_extract,14,train,0.6118014673391978,0.76875
feature_extract,14,test,0.46197904013097285,0.846875
feature_extract,15,train,0.6260232396423817,0.7770833333333333
feature_extract,15,test,0.4751968666911125,0.8375
feature_extract,16,train,0.5621531959623098,0.79375
feature_extract,16,test,0.4935115400701761,0.834375
feature_extract,17,train,0.6268766994277636,0.7520833333333333
feature_extract,17,test,0.4753532322123647,0.8375
feature_extract,18,train,0.6578213817129532,0.7479166666666667
feature_extract,18,test,0.5045829283073544,0.834375
feature_extract,19,train,0.6363737350950639,0.76875
feature_extract,19,test,0.47331594955176115,0.840625
feature_extract,20,train,0.6692208802948395,0.74375
feature_extract,20,test,0.48576498962938786,0.840625
feature_extract,21,train,0.6314260572195053,0.7625
feature_extract,21,test,0.4648816393688321,0.840625
feature_extract,22,train,0.6461850973467033,0.7375
feature_extract,22,test,0.47506786286830904,0.85
feature_extract,23,train,0.6700980258484681,0.75
feature_extract,23,test,0.4585386160761118,0.84375
feature_extract,24,train,0.6720771573483943,0.75
feature_extract,24,test,0.5225311160087586,0.8125
feature_extract,25,train,0.6339833574990431,0.7520833333333333
feature_extract,25,test,0.524572073854506,0.821875
feature_extract,26,train,0.6286042306572199,0.76875
feature_extract,26,test,0.4599432449787855,0.84375
feature_extract,27,train,0.6782716276745001,0.7416666666666667
feature_extract,27,test,0.4641796262934804,0.8375
feature_extract,28,train,0.6794039316475391,0.7604166666666666
feature_extract,28,test,0.4823534419760108,0.840625
feature_extract,29,train,0.6324809397260348,0.7625
feature_extract,29,test,0.45488210786134003,0.840625
feature_extract,30,train,0.6165731849769751,0.78125
feature_extract,30,test,0.4728218298405409,0.84375
feature_extract,31,train,0.6498082149773836,0.7583333333333333
feature_extract,31,test,0.49236816335469485,0.840625
feature_extract,32,train,0.6729805789887905,0.7520833333333333
feature_extract,32,test,0.474352659098804,0.834375
feature_extract,33,train,0.6172210539380709,0.7729166666666667
feature_extract,33,test,0.4637122103944421,0.846875
feature_extract,34,train,0.6171844892203808,0.7604166666666666
feature_extract,34,test,0.4647741887718439,0.840625
feature_extract,35,train,0.6905995982388655,0.7458333333333333
feature_extract,35,test,0.4647698884829879,0.84375
feature_extract,36,train,0.6677392375965913,0.74375
feature_extract,36,test,0.4824248071759939,0.8375
feature_extract,37,train,0.6477175968388716,0.7854166666666667
feature_extract,37,test,0.4714778669178486,0.8375
feature_extract,38,train,0.602911913394928,0.7770833333333333
feature_extract,38,test,0.4698254566639662,0.83125
feature_extract,39,train,0.6845009380330642,0.7458333333333333
feature_extract,39,test,0.4867825750261545,0.828125
feature_extract,40,train,0.7144144016007582,0.7354166666666667
feature_extract,40,test,0.4827161969617009,0.834375
feature_extract,41,train,0.6490680684645971,0.7520833333333333
feature_extract,41,test,0.45544823799282314,0.853125
feature_extract,42,train,0.6815183778603872,0.7479166666666667
feature_extract,42,test,0.472606367059052,0.83125
feature_extract,43,train,0.6520694270730019,0.7645833333333333
feature_extract,43,test,0.4706652984023094,0.85
feature_extract,44,train,0.6437686194976171,0.7625
feature_extract,44,test,0.47380137965083124,0.840625
feature_extract,45,train,0.6443419842670361,0.7479166666666667
feature_extract,45,test,0.5036526259034872,0.83125
feature_extract,46,train,0.6064978102842967,0.7895833333333333
feature_extract,46,test,0.47343643512576816,0.83125
feature_extract,47,train,0.6631426973889272,0.7583333333333333
feature_extract,47,test,0.4784366089850664,0.834375
feature_extract,48,train,0.7395175245900949,0.7208333333333333
feature_extract,48,test,0.46930613145232203,0.825
feature_extract,49,train,0.6832909416407347,0.7520833333333333
feature_extract,49,test,0.47453534565865996,0.825
feature_extract,50,train,0.6550707302987575,0.75625
feature_extract,50,test,0.47201836183667184,0.834375
feature_extract,51,train,0.6951927579939365,0.7541666666666667
feature_extract,51,test,0.45232202019542456,0.8375
feature_extract,52,train,0.6116148709009092,0.78125
feature_extract,52,test,0.47430172115564345,0.840625
feature_extract,53,train,0.6324778281152248,0.7791666666666667
feature_extract,53,test,0.4504872975870967,0.85
feature_extract,54,train,0.6403878465294838,0.7645833333333333
feature_extract,54,test,0.5057587372139096,0.83125
feature_extract,55,train,0.6497797345121702,0.75625
feature_extract,55,test,0.4628127647563815,0.840625
feature_extract,56,train,0.6170867641766866,0.76875
feature_extract,56,test,0.47278427369892595,0.8375
feature_extract,57,train,0.6277322607735792,0.76875
feature_extract,57,test,0.4800837017595768,0.84375
feature_extract,58,train,0.6396701271335284,0.76875
feature_extract,58,test,0.47840224020183086,0.8375
feature_extract,59,train,0.6881566269944112,0.7520833333333333
feature_extract,59,test,0.4745634911581874,0.846875
feature_extract,60,train,0.6571367936829726,0.7645833333333333
feature_extract,60,test,0.45984604395926,0.8375
feature_extract,61,train,0.6594331127901872,0.7541666666666667
feature_extract,61,test,0.47326908111572263,0.8375
feature_extract,62,train,0.6194861486554146,0.7708333333333334
feature_extract,62,test,0.43796385191380977,0.84375
feature_extract,63,train,0.6414780506243308,0.75
feature_extract,63,test,0.454545377753675,0.8375
feature_extract,64,train,0.6589526547739903,0.7479166666666667
feature_extract,64,test,0.47566812168806794,0.828125
feature_extract,65,train,0.6711404117445151,0.7666666666666667
feature_extract,65,test,0.48840802665799854,0.828125
feature_extract,66,train,0.7026535751918952,0.7479166666666667
feature_extract,66,test,0.49284350238740443,0.84375
feature_extract,67,train,0.650376079728206,0.74375
feature_extract,67,test,0.47744718138128517,0.834375
feature_extract,68,train,0.6235707563658556,0.7583333333333333
feature_extract,68,test,0.476732724159956,0.8375
feature_extract,69,train,0.6811620617906252,0.7541666666666667
feature_extract,69,test,0.46623904407024386,0.846875
feature_extract,70,train,0.6436431801567475,0.75625
feature_extract,70,test,0.46748336143791674,0.83125
feature_extract,71,train,0.6452949774761995,0.7479166666666667
feature_extract,71,test,0.47459817994385955,0.81875
feature_extract,72,train,0.6242743125806253,0.7729166666666667
feature_extract,72,test,0.4961663693189621,0.834375
feature_extract,73,train,0.6314467364301284,0.76875
feature_extract,73,test,0.4807321194559336,0.85
feature_extract,74,train,0.6408324003219604,0.75625
feature_extract,74,test,0.4947195755317807,0.84375
feature_extract,75,train,0.6352564360946417,0.7770833333333333
feature_extract,75,test,0.5100386772304774,0.83125
feature_extract,76,train,0.5982000788052877,0.7916666666666666
feature_extract,76,test,0.49222976975142957,0.834375
feature_extract,77,train,0.6290772321323553,0.75
feature_extract,77,test,0.47703264392912387,0.8375
feature_extract,78,train,0.6796324505160253,0.7395833333333334
feature_extract,78,test,0.464531272277236,0.840625
feature_extract,79,train,0.6921760062376658,0.7229166666666667
feature_extract,79,test,0.4718946937471628,0.846875
feature_extract,80,train,0.5753675375133753,0.775
feature_extract,80,test,0.47485196199268104,0.83125
feature_extract,81,train,0.6048664090534052,0.7770833333333333
feature_extract,81,test,0.4745951652526855,0.83125
feature_extract,82,train,0.6143847996989886,0.7791666666666667
feature_extract,82,test,0.4762222323566675,0.846875
feature_extract,83,train,0.5837028679748376,0.7666666666666667
feature_extract,83,test,0.465283103659749,0.8375
feature_extract,84,train,0.6701361380517483,0.7479166666666667
feature_extract,84,test,0.4691546281799674,0.85
feature_extract,85,train,0.6076884905497233,0.7791666666666667
feature_extract,85,test,0.4889788320288062,0.828125
feature_extract,86,train,0.6868543251107136,0.7479166666666667
feature_extract,86,test,0.4611492320895195,0.815625
feature_extract,87,train,0.6364667393267155,0.7729166666666667
feature_extract,87,test,0.46256194468587636,0.859375
feature_extract,88,train,0.6202173786858718,0.76875
feature_extract,88,test,0.4856806997209787,0.83125
feature_extract,89,train,0.73984529748559,0.7354166666666667
feature_extract,89,test,0.49489752743393184,0.846875
feature_extract,90,train,0.6501585034032663,0.7708333333333334
feature_extract,90,test,0.46238157656043766,0.846875
feature_extract,91,train,0.7206966791301965,0.73125
feature_extract,91,test,0.48321195878088474,0.828125
feature_extract,92,train,0.5829190116375684,0.7833333333333333
feature_extract,92,test,0.48779239486902953,0.840625
feature_extract,93,train,0.6425704749921958,0.76875
feature_extract,93,test,0.48089481610804796,0.834375
feature_extract,94,train,0.6725426003336906,0.7520833333333333
feature_extract,94,test,0.48395026605576275,0.8375
feature_extract,95,train,0.7193610693017641,0.7479166666666667
feature_extract,95,test,0.47192395739257337,0.834375
feature_extract,96,train,0.6707851715385914,0.75
feature_extract,96,test,0.4902283318340778,0.834375
feature_extract,97,train,0.6516838659842809,0.78125
feature_extract,97,test,0.479751755297184,0.85
feature_extract,98,train,0.62113566249609,0.7625
feature_extract,98,test,0.4800874996930361,0.846875
feature_extract,99,train,0.697581818451484,0.75
feature_extract,99,test,0.4751956634223461,0.8375
