model,epoch,phase,epock_loss,epoch_acc
finetune,0,train,1.232615548123916,0.5270833333333333
finetune,0,test,0.7118068313226104,0.75
finetune,1,train,0.9867005775372187,0.6416666666666667
finetune,1,test,0.8336289931088686,0.7125
finetune,2,train,0.8206338157256444,0.6791666666666667
finetune,2,test,0.6965159993618727,0.75625
finetune,3,train,1.0247429652760427,0.6458333333333334
finetune,3,test,0.6668009731918574,0.78125
finetune,4,train,0.9920400363703569,0.66875
finetune,4,test,0.9151451006531716,0.721875
finetune,5,train,0.9197279085715612,0.6291666666666667
finetune,5,test,0.622768010944128,0.8125
finetune,6,train,0.8273121010512113,0.73125
finetune,6,test,0.7814408972859382,0.74375
finetune,7,train,0.5468022264540195,0.7875
finetune,7,test,0.591100781969726,0.809375
finetune,8,train,0.49807302889724575,0.825
finetune,8,test,0.5821609005331994,0.834375
finetune,9,train,0.5747258398681879,0.7979166666666667
finetune,9,test,0.612775151617825,0.83125
finetune,10,train,0.48989402974645296,0.8104166666666667
finetune,10,test,0.5606605492532253,0.828125
finetune,11,train,0.5181244373321533,0.7854166666666667
finetune,11,test,0.5710038267076015,0.828125
finetune,12,train,0.5250084166725476,0.8416666666666667
finetune,12,test,0.5458842063322663,0.828125
finetune,13,train,0.48561421781778336,0.8166666666666667
finetune,13,test,0.5447121094912291,0.821875
finetune,14,train,0.4824760311593612,0.8041666666666667
finetune,14,test,0.5328873440623283,0.8125
finetune,15,train,0.45306457492212454,0.8333333333333334
finetune,15,test,0.5420722629874944,0.821875
finetune,16,train,0.5153800909717877,0.80625
finetune,16,test,0.5616903876885772,0.81875
finetune,17,train,0.48455722356836,0.81875
finetune,17,test,0.5855841472744941,0.803125
finetune,18,train,0.5352030814935763,0.80625
finetune,18,test,0.5548548929393291,0.825
finetune,19,train,0.4658089902251959,0.8416666666666667
finetune,19,test,0.5617134114727378,0.8125
finetune,20,train,0.48076147933801017,0.8479166666666667
finetune,20,test,0.5317524230107665,0.815625
finetune,21,train,0.40450285201271374,0.8604166666666667
finetune,21,test,0.5472961988300085,0.821875
finetune,22,train,0.4600264854729176,0.8416666666666667
finetune,22,test,0.542789713665843,0.81875
finetune,23,train,0.48211447646220523,0.83125
finetune,23,test,0.5582928355783224,0.8125
finetune,24,train,0.46105930022895336,0.8333333333333334
finetune,24,test,0.5377119164913893,0.81875
finetune,25,train,0.5363025808085998,0.8229166666666666
finetune,25,test,0.556928856484592,0.828125
finetune,26,train,0.4695618490378062,0.83125
finetune,26,test,0.5354947078973055,0.815625
finetune,27,train,0.43555069230496885,0.8541666666666666
finetune,27,test,0.5301640106365084,0.821875
finetune,28,train,0.44071840594212214,0.8458333333333333
finetune,28,test,0.5342189455404878,0.80625
finetune,29,train,0.483700288956364,0.8333333333333334
finetune,29,test,0.5452681157737971,0.81875
finetune,30,train,0.5007915187627077,0.8145833333333333
finetune,30,test,0.5535373130813241,0.834375
finetune,31,train,0.498991809040308,0.825
finetune,31,test,0.5507038116455079,0.825
finetune,32,train,0.4413129715869824,0.8375
finetune,32,test,0.5383145458996296,0.815625
finetune,33,train,0.4410379936297735,0.8375
finetune,33,test,0.5397154409438372,0.821875
finetune,34,train,0.45383773172895114,0.8375
finetune,34,test,0.5693283330649137,0.821875
finetune,35,train,0.43816721451779206,0.8395833333333333
finetune,35,test,0.5390857867896557,0.821875
finetune,36,train,0.4641575042158365,0.8416666666666667
finetune,36,test,0.5452875344082713,0.815625
finetune,37,train,0.4047493455310663,0.8583333333333333
finetune,37,test,0.5460984852164984,0.8375
finetune,38,train,0.45009787095089754,0.81875
finetune,38,test,0.5469872621819377,0.834375
finetune,39,train,0.4814968886474768,0.8125
finetune,39,test,0.5527042968198657,0.825
feature_extract,0,train,1.235362479587396,0.48125
feature_extract,0,test,0.7838109556585551,0.7375
feature_extract,1,train,0.9271651533742745,0.6458333333333334
feature_extract,1,test,0.5309411130845547,0.8125
feature_extract,2,train,0.8691985085606575,0.6729166666666667
feature_extract,2,test,0.6401526618748903,0.78125
feature_extract,3,train,0.8048929211994013,0.7229166666666667
feature_extract,3,test,0.49527825191617014,0.83125
feature_extract,4,train,1.006276981284221,0.675
feature_extract,4,test,0.5042709805071354,0.834375
feature_extract,5,train,0.8760067423184713,0.68125
feature_extract,5,test,0.5430548164993525,0.8
feature_extract,6,train,0.8135747916996479,0.7104166666666667
feature_extract,6,test,0.44800971243530513,0.840625
feature_extract,7,train,0.7020506714781125,0.74375
feature_extract,7,test,0.4415790066123009,0.8625
feature_extract,8,train,0.64228029238681,0.7770833333333333
feature_extract,8,test,0.4625499350950122,0.8375
feature_extract,9,train,0.6450833226243655,0.7729166666666667
feature_extract,9,test,0.4563294559717178,0.871875
feature_extract,10,train,0.6673364393413067,0.7541666666666667
feature_extract,10,test,0.4419276975095272,0.8375
feature_extract,11,train,0.6452339445551236,0.7729166666666667
feature_extract,11,test,0.43380369525402784,0.86875
feature_extract,12,train,0.6108010970056057,0.7708333333333334
feature_extract,12,test,0.4233351005241275,0.875
feature_extract,13,train,0.7962988624970119,0.70625
feature_extract,13,test,0.42428900897502897,0.85625
feature_extract,14,train,0.6322748713195324,0.75
feature_extract,14,test,0.44752653408795595,0.85625
feature_extract,15,train,0.6720956390102705,0.7395833333333334
feature_extract,15,test,0.45650687757879493,0.85625
feature_extract,16,train,0.6527899945775668,0.7479166666666667
feature_extract,16,test,0.4564977606758475,0.859375
