model,epoch,phase,epoch_loss,epoch_acc
finetune,0,train,0.9142999622978225,0.6660039761431411
finetune,0,test,0.3835989693152091,0.8635014836795252
finetune,1,train,0.6097500773950315,0.7773359840954275
finetune,1,test,0.24163363807632945,0.913946587537092
finetune,2,train,0.5451886605315843,0.8091451292246521
finetune,2,test,0.48399257819093655,0.8397626112759644
finetune,3,train,0.4629737698060144,0.8429423459244533
finetune,3,test,0.29903442516525,0.8902077151335311
finetune,4,train,0.4396825827376743,0.8508946322067594
finetune,4,test,0.5160881157091181,0.8397626112759644
finetune,5,train,0.36312219820487096,0.882703777335984
finetune,5,test,0.27920045697016954,0.9020771513353115
finetune,6,train,0.31184819868023306,0.9035785288270378
finetune,6,test,0.33683158771220584,0.8783382789317508
finetune,7,train,0.25835646069784524,0.9174950298210736
finetune,7,test,0.2265055480272197,0.9020771513353115
finetune,8,train,0.15804313357260308,0.9463220675944334
finetune,8,test,0.2150292209064925,0.9198813056379822
finetune,9,train,0.16792453259644405,0.9393638170974155
finetune,9,test,0.21654560870162104,0.9287833827893175
finetune,10,train,0.15809417730771286,0.9383697813121272
finetune,10,test,0.21229917677644453,0.9317507418397626
finetune,11,train,0.16102832354323765,0.9502982107355865
finetune,11,test,0.22277905502375933,0.9198813056379822
finetune,12,train,0.13650843477391345,0.9572564612326043
finetune,12,test,0.2141366118139612,0.9317507418397626
finetune,13,train,0.1207005105483129,0.9642147117296223
finetune,13,test,0.2166583170169185,0.9376854599406528
finetune,14,train,0.10221965080701097,0.9681908548707754
finetune,14,test,0.19437520369577832,0.9376854599406528
finetune,15,train,0.12014645112911702,0.9681908548707754
finetune,15,test,0.1965115848563899,0.9347181008902077
finetune,16,train,0.14076415883380897,0.9662027833001988
finetune,16,test,0.19861366204055197,0.9347181008902077
finetune,17,train,0.13155123893593698,0.9642147117296223
finetune,17,test,0.19881336130091273,0.9376854599406528
finetune,18,train,0.15902682024963333,0.952286282306163
finetune,18,test,0.23945797409431163,0.9169139465875371
finetune,19,train,0.10818240064275905,0.9731610337972167
finetune,19,test,0.2032362756814023,0.9347181008902077
finetune,20,train,0.15223927407805063,0.9502982107355865
finetune,20,test,0.19566605494354883,0.9287833827893175
finetune,21,train,0.12282274245741827,0.9622266401590457
finetune,21,test,0.19111894075523853,0.9347181008902077
finetune,22,train,0.11141501127133076,0.9662027833001988
finetune,22,test,0.19176173846870218,0.9406528189910979
finetune,23,train,0.09716804731437273,0.974155069582505
finetune,23,test,0.21833347885120516,0.9347181008902077
finetune,24,train,0.11739297593327214,0.9681908548707754
finetune,24,test,0.21546586826222586,0.9347181008902077
finetune,25,train,0.10976302505250479,0.9681908548707754
finetune,25,test,0.21438837228259983,0.9406528189910979
finetune,26,train,0.13805314223050597,0.9562624254473161
finetune,26,test,0.20707710595795945,0.9287833827893175
finetune,27,train,0.11932056484592127,0.9731610337972167
finetune,27,test,0.19637973832093644,0.9376854599406528
finetune,28,train,0.1118689738732446,0.967196819085487
finetune,28,test,0.20457606039698117,0.9347181008902077
finetune,29,train,0.16492078437008867,0.9612326043737575
finetune,29,test,0.21639231298373077,0.9258160237388724
feature_extract,0,train,0.9724238203249679,0.595427435387674
feature_extract,0,test,0.4124408718032724,0.8605341246290801
feature_extract,1,train,0.6942630400122042,0.7385685884691849
feature_extract,1,test,0.3384094841402433,0.8694362017804155
feature_extract,2,train,0.6917325366088458,0.7196819085487077
feature_extract,2,test,0.3595924745327641,0.8664688427299704
feature_extract,3,train,0.6345409360486518,0.7723658051689861
feature_extract,3,test,0.3130564445557863,0.8783382789317508
feature_extract,4,train,0.6406832080238145,0.7485089463220675
feature_extract,4,test,0.32595763609741846,0.8813056379821959
feature_extract,5,train,0.5836277054270977,0.7872763419483101
feature_extract,5,test,0.25586992626020394,0.9109792284866469
feature_extract,6,train,0.6043982196517778,0.7793240556660039
feature_extract,6,test,0.28641109332132764,0.8902077151335311
feature_extract,7,train,0.4839234331374614,0.8240556660039762
feature_extract,7,test,0.2525745870805282,0.8902077151335311
feature_extract,8,train,0.4720056247758581,0.8290258449304175
feature_extract,8,test,0.25529565478644667,0.9020771513353115
feature_extract,9,train,0.4772679492920104,0.8141153081510935
feature_extract,9,test,0.2629792124298277,0.9080118694362018
feature_extract,10,train,0.476313232842307,0.8250497017892644
feature_extract,10,test,0.2689468818177809,0.913946587537092
feature_extract,11,train,0.4933818878520791,0.8210735586481114
feature_extract,11,test,0.26839595520178006,0.8961424332344213
feature_extract,12,train,0.49193215204280605,0.8141153081510935
feature_extract,12,test,0.25284087693302143,0.8991097922848664
feature_extract,13,train,0.5208443669865193,0.8141153081510935
feature_extract,13,test,0.2603877476839354,0.8961424332344213
feature_extract,14,train,0.5093466240771959,0.81610337972167
feature_extract,14,test,0.27233454098687326,0.8991097922848664
feature_extract,15,train,0.5241100056981945,0.8081510934393639
feature_extract,15,test,0.27011364486167977,0.8694362017804155
feature_extract,16,train,0.4230444270147244,0.8459244532803181
feature_extract,16,test,0.2549504317586429,0.9020771513353115
feature_extract,17,train,0.4560749968643454,0.8330019880715706
feature_extract,17,test,0.26003928071313515,0.9080118694362018
feature_extract,18,train,0.4684243632358301,0.8250497017892644
feature_extract,18,test,0.25890082421571636,0.8783382789317508
feature_extract,19,train,0.43408985498174285,0.8220675944333996
feature_extract,19,test,0.2903275132532997,0.8991097922848664
feature_extract,20,train,0.45125383482301684,0.8230616302186878
feature_extract,20,test,0.28535445649121566,0.8902077151335311
feature_extract,21,train,0.42374388544744335,0.8409542743538767
feature_extract,21,test,0.2620228925161616,0.8991097922848664
feature_extract,22,train,0.4544801445414958,0.8359840954274353
feature_extract,22,test,0.27529967114196685,0.8991097922848664
feature_extract,23,train,0.45237355031976645,0.8240556660039762
feature_extract,23,test,0.30206038902350635,0.8813056379821959
feature_extract,24,train,0.4593465978772218,0.8389662027833003
feature_extract,24,test,0.25988098687163447,0.9020771513353115
feature_extract,25,train,0.4592253431292699,0.827037773359841
feature_extract,25,test,0.2625533738546626,0.8961424332344213
feature_extract,26,train,0.4565843956370951,0.8339960238568589
feature_extract,26,test,0.24978110309170687,0.9050445103857567
feature_extract,27,train,0.4351880156377675,0.841948310139165
feature_extract,27,test,0.2817694429827727,0.884272997032641
feature_extract,28,train,0.43653270430403723,0.8240556660039762
